evy,python
"// Return sorted unique elements in a list
// unique [5, 3, 5, 2, 3, 3, 9, 0, 123] [0, 2, 3, 5, 9, 123]
func unique:[]num nums:[]num
    if (len nums) < 2
        return nums
    end

    nums2 := nums[:]
    sort nums2
    result := [nums2[0]]

    for n := range nums2
        if n != result[-1]
            result = result + [n]
        end
    end
    return result
end

func sort arr:[]num
    // bubble sort
    for endIdx := range (len arr)-1 0 -1
        for i := range endIdx
            if arr[i] > arr[i + 1]
                tmp := arr[i]
                arr[i] = arr[i + 1]
                arr[i + 1] = tmp
            end
        end
    end
end

func test
    assert [0 2 3 5 9 123] (unique [5 3 5 2 3 3 9 0 123])
    assert [] (unique [])
end



","Can you convert this python to evy for me?
```python


def unique(l: list):
    """"""Return sorted unique elements in a list
    >>> unique([5, 3, 5, 2, 3, 3, 9, 0, 123])
    [0, 2, 3, 5, 9, 123]
    """"""

    return sorted(list(set(l)))



METADATA = {}


def check(candidate):
    assert candidate([5, 3, 5, 2, 3, 3, 9, 0, 123]) == [0, 2, 3, 5, 9, 123]


check(unique)

```"
"// From a supplied list of numbers (of length at least two) select and return
// two that are the closest to each other and return them in order
// (smaller number, larger number).
//
// findClosest [1.0 2.0 3.0 4.0 5.0 2.2] // [2.0 2.2]
// findClosest [1.0 2.0 3.0 4.0 5.0 2.0] // [2.0 2.0]
func findClosest:[]num nums:[]num
    distance := -1
    length := len nums
    result := [0] * 2

    for i := range length
        for j := range length
            if i != j
                d := abs nums[i]-nums[j]
                if d < distance or distance == -1
                    distance = d
                    result[0] = nums[i]
                    result[1] = nums[j]
                end
            end
        end
    end
    if result[1] < result[0]
        return [result[1] result[0]]
    end
    return result
end

func abs:num n:num
    if n >= 0
        return n
    end
    return -n
end

func test
    assert [3.9 4] (findClosest [1 2 3.9 4 5 2.2])
    assert [5 5.9] (findClosest [1 2 5.9 4 5])
    assert [2 2.2] (findClosest [1 2 3 4 5 2.2])
    assert [2 2] (findClosest [1 2 3 4 5 2])
    assert [2.2 3.1] (findClosest [1.1 2.2 3.1 4.1 5.1])
end



","Can you convert this python to evy for me?
```python
from typing import List, Tuple


def find_closest_elements(numbers: List[float]) -> Tuple[float, float]:
     """""" From a supplied list of numbers (of length at least two) select and return two that are the closest to each
    other and return them in order (smaller number, larger number).
    >>> find_closest_elements([1.0, 2.0, 3.0, 4.0, 5.0, 2.2])
    (2.0, 2.2)
    >>> find_closest_elements([1.0, 2.0, 3.0, 4.0, 5.0, 2.0])
    (2.0, 2.0)
    """"""

    closest_pair = None
    distance = None

    for idx, elem in enumerate(numbers):
        for idx2, elem2 in enumerate(numbers):
            if idx != idx2:
                if distance is None:
                    distance = abs(elem - elem2)
                    closest_pair = tuple(sorted([elem, elem2]))
                else:
                    new_distance = abs(elem - elem2)
                    if new_distance < distance:
                        distance = new_distance
                        closest_pair = tuple(sorted([elem, elem2]))

    return closest_pair



METADATA = {
    'author': 'jt',
    'dataset': 'test'
}


def check(candidate):
    assert candidate([1.0, 2.0, 3.9, 4.0, 5.0, 2.2]) == (3.9, 4.0)
    assert candidate([1.0, 2.0, 5.9, 4.0, 5.0]) == (5.0, 5.9)
    assert candidate([1.0, 2.0, 3.0, 4.0, 5.0, 2.2]) == (2.0, 2.2)
    assert candidate([1.0, 2.0, 3.0, 4.0, 5.0, 2.0]) == (2.0, 2.0)
    assert candidate([1.1, 2.2, 3.1, 4.1, 5.1]) == (2.2, 3.1)


check(find_closest_elements)

```"
"// primeFib returns n-th number that is a Fibonacci number and it's also
// prime.
// primeFib(1) // 2
// primeFib(2) // 3
// primeFib(3) // 5
// primeFib(4) // 13
// primeFib(5) // 89
func primeFib:num n:num
    f := [0 1]
    while true
        f = f + [f[-1]+f[-2]]
        if isPrime f[-1]
            n = n - 1
        end
        if n == 0
            return f[-1]
        end
    end
    return -1
end

func isPrime:bool n:num
    if n < 2
        return false
    end

    for k := range 2 (min (ceil (sqrt n))+1 n-1)
        if n % k == 0
            return false
        end
    end
    return true
end

func test
    assert 2 (primeFib 1)
    assert 3 (primeFib 2)
    assert 5 (primeFib 3)
    assert 13 (primeFib 4)
    assert 89 (primeFib 5)
    assert 233 (primeFib 6)
    assert 1597 (primeFib 7)
    assert 28657 (primeFib 8)
    assert 514229 (primeFib 9)
    assert 433494437 (primeFib 10)
end



","Can you convert this python to evy for me?
```python


def prime_fib(n: int):
    """"""
    prime_fib returns n-th number that is a Fibonacci number and it's also prime.
    >>> prime_fib(1)
    2
    >>> prime_fib(2)
    3
    >>> prime_fib(3)
    5
    >>> prime_fib(4)
    13
    >>> prime_fib(5)
    89
    """"""

    import math

    def is_prime(p):
        if p < 2:
            return False
        for k in range(2, min(int(math.sqrt(p)) + 1, p - 1)):
            if p % k == 0:
                return False
        return True
    f = [0, 1]
    while True:
        f.append(f[-1] + f[-2])
        if is_prime(f[-1]):
            n -= 1
        if n == 0:
            return f[-1]



METADATA = {}


def check(candidate):
    assert candidate(1) == 2
    assert candidate(2) == 3
    assert candidate(3) == 5
    assert candidate(4) == 13
    assert candidate(5) == 89
    assert candidate(6) == 233
    assert candidate(7) == 1597
    assert candidate(8) == 28657
    assert candidate(9) == 514229
    assert candidate(10) == 433494437


check(prime_fib)

```"
"// Input are two strings a and b consisting only of 1s and 0s.
// Perform binary XOR on these inputs and return result also as a string.
//
//    stringXor ""010"" ""110"" //  100
func stringXor:string a:string b:string
    res:string
    for i := range (len a)
        if a[i] == b[i]
            res = res + ""0""
        else
            res = res + ""1""
        end
    end
    return res
end

func test
    assert ""010010"" (stringXor ""111000"" ""101010"")
    assert ""0"" (stringXor ""1"" ""1"")
    assert ""0101"" (stringXor ""0101"" ""0000"")
end


","Can you convert this python to evy for me?
```python
from typing import List


def string_xor(a: str, b: str) -> str:
    """""" Input are two strings a and b consisting only of 1s and 0s.
    Perform binary XOR on these inputs and return result also as a string.
    >>> string_xor('010', '110')
    '100'
    """"""

    def xor(i, j):
        if i == j:
            return '0'
        else:
            return '1'

    return ''.join(xor(x, y) for x, y in zip(a, b))



METADATA = {
    'author': 'jt',
    'dataset': 'test'
}


def check(candidate):
    assert candidate('111000', '101010') == '010010'
    assert candidate('1', '1') == '0'
    assert candidate('0101', '0000') == '0101'

check(string_xor)

```"
"// For a given list of input numbers, calculate Mean Absolute Deviation around
// the mean of this dataset. Mean Absolute Deviation is the average absolute
// difference between each element and a centerpoint (mean in this case):
// MAD = average | x - x_mean |
// mean_absolute_deviation [1.0 2.0 3.0 4.0]
// 1.0
func mean_absolute_deviation:num numbers:[]num
    mean := (sum numbers) / (len numbers)
    stdev := 0
    for number := range numbers
        stdev = stdev + (abs (number - mean))
    end
    return stdev / (len numbers)
end

func sum:num numbers:[]num
    total := 0
    for number := range numbers
        total = total + number
    end
    return total
end

func abs:num x:num
    if x < 0
        return -x
    end
    return x
end

func test
    assert true==((abs ((mean_absolute_deviation [1 2 3]) - 2 / 3)) < 0.000001)
    assert true==((abs ((mean_absolute_deviation [1 2 3 4]) - 1)) < 0.000001)
    assert true==((abs ((mean_absolute_deviation [1 2 3 4 5]) - 6 / 5)) < 0.000001)
end


","Can you convert this python to evy for me?
```python
from typing import List


def mean_absolute_deviation(numbers: List[float]) -> float:
    """""" For a given list of input numbers, calculate Mean Absolute Deviation
    around the mean of this dataset.
    Mean Absolute Deviation is the average absolute difference between each
    element and a centerpoint (mean in this case):
    MAD = average | x - x_mean |
    >>> mean_absolute_deviation([1.0, 2.0, 3.0, 4.0])
    1.0
    """"""

    mean = sum(numbers) / len(numbers)
    return sum(abs(x - mean) for x in numbers) / len(numbers)



METADATA = {
    'author': 'jt',
    'dataset': 'test'
}


def check(candidate):
    assert abs(candidate([1.0, 2.0, 3.0]) - 2.0/3.0) < 1e-6
    assert abs(candidate([1.0, 2.0, 3.0, 4.0]) - 1.0) < 1e-6
    assert abs(candidate([1.0, 2.0, 3.0, 4.0, 5.0]) - 6.0/5.0) < 1e-6


check(mean_absolute_deviation)

```"
"func rob:num nums:[]num
    n := len nums
    max_steal := nums
    if n > 1
        max_steal[1] = max nums[0] nums[1]
    end
    for i := range 2 n
        max_steal[i] = max (max_steal[i - 1]) (max_steal[i - 2] + nums[i])
    end
    return max_steal[-1]
end



func test
    assert 4==(rob [1 2 3 1])
    assert 12==(rob [2 7 9 3 1])
end
","Can you convert this python to evy for me?
```python
def rob(nums):
    """"""
    Calculates the maximum amount of money a robber can steal from a row of houses
    without robbing adjacent houses.

    Args:
        nums: A list of non-negative integers representing the amount of money in each house.

    Returns:
        The maximum amount of money the robber can steal.
    """"""
    n = len(nums)
    if n == 0:
        return 0  # Handle the case of an empty house list
    if n == 1:
        return nums[0]  # If there's only one house, take it

    # Initialize variables to track the maximum amount stolen at the previous two houses
    prev_max = nums[0]
    curr_max = max(nums[0], nums[1])

    for i in range(2, n):
        # Update current max using previous two max values
        temp = curr_max
        curr_max = max(curr_max, prev_max + nums[i])
        prev_max = temp

    return curr_max  # Return the maximum amount stolen


def test():
    assert rob([1, 2, 3, 1]) == 4
    assert rob([2, 7, 9, 3, 1]) == 12

test()

```"
"// Insert a number 'delimeter' between every two consecutive elements of input list `numbers'
// intersperse [] 4 //
// intersperse [1 2 3] 4 // [1 4 2 4 3]
func intersperse:[]num numbers:[]num delimeter:num
    if (len numbers) == 0
        return []
    end
    result:[]num
    for number := range numbers[:-1]
        result = result + [number] + [delimeter]
    end
    result = result + [numbers[-1]]
    return result
end

func test
    assert [] (intersperse [] 7)
    assert [5 8 6 8 3 8 2] (intersperse [5 6 3 2] 8)
    assert [2 2 2 2 2] (intersperse [2 2 2] 2)
end


","Can you convert this python to evy for me?
```python
from typing import List


def intersperse(numbers: List[int], delimeter: int) -> List[int]:
    """""" Insert a number 'delimeter' between every two consecutive elements of input list `numbers'
    >>> intersperse([], 4)
    []
    >>> intersperse([1, 2, 3], 4)
    [1, 4, 2, 4, 3]
    """"""

    if not numbers:
        return []

    result = []

    for n in numbers[:-1]:
        result.append(n)
        result.append(delimeter)

    result.append(numbers[-1])

    return result



METADATA = {
    'author': 'jt',
    'dataset': 'test'
}


def check(candidate):
    assert candidate([], 7) == []
    assert candidate([5, 6, 3, 2], 8) == [5, 8, 6, 8, 3, 8, 2]
    assert candidate([2, 2, 2], 2) == [2, 2, 2, 2, 2]

check(intersperse)

```"
"// Test if given string is a palindrome
func isPalindrome:bool str:string
    return str == (reverse str)
end

// Find the shortest palindrome that begins with a supplied string.
// Algorithm idea is simple:
// - Find the longest postfix of supplied string that is a palindrome.
// - Append to the end of the string reverse of a string prefix that comes before the palindromic suffix.
//
//    makePalindrome("""") // """"
//    makePalindrome(""cat"") // ""catac""
//    makePalindrome(""cata"") // ""catac""
func makePalindrome:string str:string
    if str == """"
        return """"
    end
    beginning_of_suffix := 0
    while !(isPalindrome str[beginning_of_suffix:])
        beginning_of_suffix = beginning_of_suffix + 1
    end
    return str + (reverse str[:beginning_of_suffix])
end

func reverse:string str:string
    reversed := """"
    for i := range (len str)
        reversed = str[i] + reversed
    end
    return reversed
end

func test
    assert """" (makePalindrome """")
    assert ""x"" (makePalindrome ""x"")
    assert ""xyzyx"" (makePalindrome ""xyz"")
    assert ""xyx"" (makePalindrome ""xyx"")
    assert ""catac"" (makePalindrome ""cata"")
    assert ""jerryrrej"" (makePalindrome ""jerry"")
end


","Can you convert this python to evy for me?
```python


def is_palindrome(string: str) -> bool:
    """""" Test if given string is a palindrome """"""
    return string == string[::-1]


def make_palindrome(string: str) -> str:
    """""" Find the shortest palindrome that begins with a supplied string.
    Algorithm idea is simple:
    - Find the longest postfix of supplied string that is a palindrome.
    - Append to the end of the string reverse of a string prefix that comes before the palindromic suffix.
    >>> make_palindrome('')
    ''
    >>> make_palindrome('cat')
    'catac'
    >>> make_palindrome('cata')
    'catac'
    """"""

    if not string:
        return ''

    beginning_of_suffix = 0

    while not is_palindrome(string[beginning_of_suffix:]):
        beginning_of_suffix += 1

    return string + string[:beginning_of_suffix][::-1]



METADATA = {
    'author': 'jt',
    'dataset': 'test'
}


def check(candidate):
    assert candidate('') == ''
    assert candidate('x') == 'x'
    assert candidate('xyz') == 'xyzyx'
    assert candidate('xyx') == 'xyx'
    assert candidate('jerry') == 'jerryrrej'

check(make_palindrome)

```"
"//  returns encoded string by cycling groups of three characters.
func encode:string s:string
    // split string to groups. Each of length 3.
    groups := group3 s
    for i := range (len groups)
        if (len groups[i]) == 3
            g := groups[i]
            groups[i] = g[1:] + g[0]
        end
    end
    return join groups """"
end

//  takes as input string encoded with encode function. Returns decoded string.
func decode:string s:string
    groups := group3 s
    for i := range (len groups)
        if (len groups[i]) == 3
            g := groups[i]
            groups[i] = g[-1] + g[:-1]
        end
    end
    return join groups """"
end

func group3:[]string s:string
    result:[]string
    for i := range (floor ((len s) + 2)/3)
        startIdx := 3 * i
        endIdx := min 3*i+3 (len s)
        g := s[startIdx:endIdx]
        result = result + [g]
    end
    return result
end

func test
    s := ""lorem ipsum""
    assert s (decode (encode s))
    assert ""bca"" (encode ""abc"")
    assert ""abc"" (decode ""bca"")
    assert ""bcad"" (encode ""abcd"")
    assert ""abcd"" (decode ""bcad"")
end



","Can you convert this python to evy for me?
```python


def encode_cyclic(s: str):
    """"""
    returns encoded string by cycling groups of three characters.
    """"""
    # split string to groups. Each of length 3.
    groups = [s[(3 * i):min((3 * i + 3), len(s))] for i in range((len(s) + 2) // 3)]
    # cycle elements in each group. Unless group has fewer elements than 3.
    groups = [(group[1:] + group[0]) if len(group) == 3 else group for group in groups]
    return """".join(groups)


def decode_cyclic(s: str):
    """"""
    takes as input string encoded with encode_cyclic function. Returns decoded string.
    """"""

    return encode_cyclic(encode_cyclic(s))



METADATA = {}


def check(candidate):
    from random import randint, choice
    import string

    letters = string.ascii_lowercase
    for _ in range(100):
        str = ''.join(choice(letters) for i in range(randint(10, 20)))
        encoded_str = encode_cyclic(str)
        assert candidate(encoded_str) == str


check(decode_cyclic)

```"
"// Out of list of strings, return the longest one. Return the first one in
// case of multiple strings of the same length. Return """" in case the input
// list is empty.
// longest [] // """"
// longest([""a"" ""b"" ""c""]) // ""a""
// longest([""a"" ""bb"" ""ccc""]) ""ccc""
func longest:string strings:[]string
    if (len strings) == 0
        return """"
    end
    maxlen := 0
    for s := range strings
        if (len s) > maxlen
            maxlen = (len s)
        end
    end
    for s := range strings
        if (len s) == maxlen
            return s
        end
    end
    return """"
end

func test
    assert """" (longest [])
    assert ""x"" (longest [""x"" ""y"" ""z""])
    assert ""zzzz"" (longest [""x"" ""yyy"" ""zzzz"" ""www"" ""kkkk"" ""abc""])
end


","Can you convert this python to evy for me?
```python
from typing import List, Optional


def longest(strings: List[str]) -> Optional[str]:
    """""" Out of list of strings, return the longest one. Return the first one in case of multiple
    strings of the same length. Return None in case the input list is empty.
    >>> longest([])

    >>> longest(['a', 'b', 'c'])
    'a'
    >>> longest(['a', 'bb', 'ccc'])
    'ccc'
    """"""

    if not strings:
        return None

    maxlen = max(len(x) for x in strings)
    for s in strings:
        if len(s) == maxlen:
            return s



METADATA = {
    'author': 'jt',
    'dataset': 'test'
}


def check(candidate):
    assert candidate([]) == None
    assert candidate(['x', 'y', 'z']) == 'x'
    assert candidate(['x', 'yyy', 'zzzz', 'www', 'kkkk', 'abc']) == 'zzzz'

check(longest)

```"
"// Filter an input list of strings only for ones that contain given substring
// filter_by_substring [] ""a"" // []
// filter_by_substring [""abc"" ""bacd"" ""cde"" ""array""] ""a""  // [""abc"" ""bacd"" ""array""]
func filter_by_substring:[]string strings:[]string substring:string
    ans:[]string
    for str := range strings
        if (contains str substring)
            ans = ans + [str]
        end
    end
    return ans
end

func contains:bool haystack:string needle:string
    for i := range ((len haystack) - (len needle) + 1)
        if haystack[i:i + (len needle)] == needle
            return true
        end
    end
    return false
end

func test
    assert [] (filter_by_substring [] ""john"")
    assert [""xxx"" ""xxxAAA"" ""xxx""] (filter_by_substring [""xxx"" ""asd"" ""xxy"" ""john doe"" ""xxxAAA"" ""xxx""] ""xxx"")
    assert [""xxx"" ""aaaxxy"" ""xxxAAA"" ""xxx""] (filter_by_substring [""xxx"" ""asd"" ""aaaxxy"" ""john doe"" ""xxxAAA"" ""xxx""] ""xx"")
    assert [""grunt"" ""prune""] (filter_by_substring [""grunt"" ""trumpet"" ""prune"" ""gruesome""] ""run"")
end


","Can you convert this python to evy for me?
```python
from typing import List


def filter_by_substring(strings: List[str], substring: str) -> List[str]:
    """""" Filter an input list of strings only for ones that contain given substring
    >>> filter_by_substring([], 'a')
    []
    >>> filter_by_substring(['abc', 'bacd', 'cde', 'array'], 'a')
    ['abc', 'bacd', 'array']
    """"""

    return [x for x in strings if substring in x]



METADATA = {
    'author': 'jt',
    'dataset': 'test'
}


def check(candidate):
    assert candidate([], 'john') == []
    assert candidate(['xxx', 'asd', 'xxy', 'john doe', 'xxxAAA', 'xxx'], 'xxx') == ['xxx', 'xxxAAA', 'xxx']
    assert candidate(['xxx', 'asd', 'aaaxxy', 'john doe', 'xxxAAA', 'xxx'], 'xx') == ['xxx', 'aaaxxy', 'xxxAAA', 'xxx']
    assert candidate(['grunt', 'trumpet', 'prune', 'gruesome'], 'run') == ['grunt', 'prune']

check(filter_by_substring)

```"
"age := 25
if (age >= 18)
    print (""You are an adult."")
 else
    print (""You are a minor."")
end
count := 0
while (count < 5)
    print (count)
    count = count + 1
end
","Can you convert this python to evy for me?
```python
age = 25
if age >= 18:
    print(""You are an adult."")
else:
    print(""You are a minor."")
count = 0
while count < 5:
    print(count)
    count += 1

```"
"x := 10
y := 5
print ((x + y))
print ((x - y))
print ((x * y))
print ((x / y))
print ((x % y))
","Can you convert this python to evy for me?
```python
x = 10
y = 5
print(x + y)
print(x - y)
print(x * y)
print(x / y)
print(x % y)

```"
"func checkInclusion:bool s1:string s2:string
    if (len s1) > (len s2)
        return false
    end
    s1count:{}num
    s2count:{}num
    for i := range (len s1)
        if !(has s1count s1[i])
            s1count[s1[i]] = 0
            s2count[s2[i]] = 0
        end
        s1count[s1[i]] = s1count[s1[i]] + 1
        s2count[s2[i]] = s2count[s2[i]] + 1
    end
    l := 0
    while l + (len s1) < (len s2)
        if s1count == s2count
            return true
        end
        start := s2[l] // The character at the start of the current window. To be removed
        finish := s2[l + (len s1)] // the character after the end of the current window. To be added
        s2count[start] = s2count[start] - 1
        if s2count[start] == 0
            del s2count start
        end
        if !(has s2count finish)
            s2count[finish] = 0
        end
        s2count[finish] = s2count[finish] + 1
        l = l + 1
    end
    return s1count == s2count
end

func test
    assert true==(checkInclusion ""ab"" ""ab"")
    assert true==(checkInclusion ""ab"" ""eidbaooo"")
    assert false==(checkInclusion ""ab"" ""eidboaoo"")
    assert false==(checkInclusion ""ab"" ""a"")
end
","Can you convert this python to evy for me?
```python
def check_inclusion(s1, s2):
    """"""
    Checks if one string (s1) is a permutation of a substring of another string (s2).

    Args:
        s1: The potential permutation string.
        s2: The string to search within.

    Returns:
        True if s1 is a permutation of a substring of s2, False otherwise.
    """"""
    if len(s1) > len(s2):
        return False

    s1_count = {}
    s2_count = {}

    # Initialize character counts for the first window
    for i in range(len(s1)):
        s1_count[s1[i]] = s1_count.get(s1[i], 0) + 1
        s2_count[s2[i]] = s2_count.get(s2[i], 0) + 1

    l = 0  # Left pointer of the sliding window

    for r in range(len(s1), len(s2)):  # Iterate with the right pointer
        if s1_count == s2_count:
            return True  # Permutation found

        # Update counts for the sliding window
        s2_count[s2[r]] = s2_count.get(s2[r], 0) + 1  # Add the new character
        s2_count[s2[l]] -= 1                         # Remove the old character
        if s2_count[s2[l]] == 0:
            del s2_count[s2[l]]
        l += 1  # Move the window

    return s1_count == s2_count  # Check one last time after the loop


def test():
    assert check_inclusion(""ab"", ""ab"") == True
    assert check_inclusion(""ab"", ""eidbaooo"") == True
    assert check_inclusion(""ab"", ""eidboaoo"") == False
    assert check_inclusion(""ab"", ""a"") == False
    # Additional test case to catch the issue
    assert check_inclusion(""adc"", ""dcda"") == True

test()

```"
"// Input to this function is a string represented multiple groups for nested parentheses separated by spaces.
// For each of the group, output the deepest level of nesting of parentheses.
// E.g. (()()) has maximum two levels of nesting while ((())) has three.
// parse_nested_parens ""(()()) ((())) () ((())()())"" // [2 3 1 3]
func parse_paren_group:num s:string
    depth:num
    max_depth:num
    for c := range s
        if c == ""(""
            depth = depth + 1
            max_depth = max depth max_depth
        else
            depth = depth - 1
        end
    end
    return max_depth
end

func parse_nested_parens:[]num paren_string:string
    result:[]num
    for x := range (split paren_string "" "")
        if x != """"
            result = result + [(parse_paren_group x)]
        end
    end
    return result
end

func test
    assert [2 3 1 3] (parse_nested_parens ""(()()) ((())) () ((())()())"")
    assert [1 2 3 4] (parse_nested_parens ""() (()) ((())) (((())))"")
    assert [4] (parse_nested_parens ""(()(())((())))"")
end


","Can you convert this python to evy for me?
```python
from typing import List


def parse_nested_parens(paren_string: str) -> List[int]:
    """""" Input to this function is a string represented multiple groups for nested parentheses separated by spaces.
    For each of the group, output the deepest level of nesting of parentheses.
    E.g. (()()) has maximum two levels of nesting while ((())) has three.

    >>> parse_nested_parens('(()()) ((())) () ((())()())')
    [2, 3, 1, 3]
    """"""

    def parse_paren_group(s):
        depth = 0
        max_depth = 0
        for c in s:
            if c == '(':
                depth += 1
                max_depth = max(depth, max_depth)
            else:
                depth -= 1

        return max_depth

    return [parse_paren_group(x) for x in paren_string.split(' ') if x]



METADATA = {
    'author': 'jt',
    'dataset': 'test'
}


def check(candidate):
    assert candidate('(()()) ((())) () ((())()())') == [2, 3, 1, 3]
    assert candidate('() (()) ((())) (((())))') == [1, 2, 3, 4]
    assert candidate('(()(())((())))') == [4]

check(parse_nested_parens)

```"
"// Return a greatest common divisor of two integers a and b
// gcd(3, 5) // 1
// gcd(25, 15) // 5
func gcd:num a:num b:num
    while b != 0
        tmp := a
        a = b
        b = tmp % b
    end
    return a
end

func test
    assert 1 (gcd 3 7)
    assert 5 (gcd 10 15)
    assert 7 (gcd 49 14)
    assert 12 (gcd 144 60)
end


","Can you convert this python to evy for me?
```python


def greatest_common_divisor(a: int, b: int) -> int:
    """""" Return a greatest common divisor of two integers a and b
    >>> greatest_common_divisor(3, 5)
    1
    >>> greatest_common_divisor(25, 15)
    5
    """"""

    while b:
        a, b = b, a % b
    return a



METADATA = {
    'author': 'jt',
    'dataset': 'test'
}


def check(candidate):
    assert candidate(3, 7) == 1
    assert candidate(10, 15) == 5
    assert candidate(49, 14) == 7
    assert candidate(144, 60) == 12

check(greatest_common_divisor)

```"
"// Input to this function is a string representing musical notes in a special ASCII format.
// Your task is to parse this string and return list of integers corresponding to how many beats does each
// not last.
//
// Here is a legend:
//   ""o"" - whole note, lasts four beats
//   ""o|"" - half note, lasts two beats
//   "".|"" - quarter note, lasts one beat
//
// parseMusic ""o o| .| o| o| .| .| .| .| o o""
//    // [4 2 1 2 2 1 1 1 1 4 4]
//
func parseMusic:[]num music:string
    if music == """"
        return []
    end
    lookup:{}num
    lookup[""o""] = 4
    lookup[""o|""] = 2
    lookup["".|""] = 1
    notes := split music "" ""
    beats:[]num
    for note := range notes
        beats = beats + [lookup[note]]
    end
    return beats
end

func test
    assert [] (parseMusic """")
    assert [4 4 4 4] (parseMusic ""o o o o"")
    assert [1 1 1 1] (parseMusic "".| .| .| .|"")
    assert [2 2 1 1 4 4 4 4] (parseMusic ""o| o| .| .| o o o o"")
    assert [2 1 2 1 4 2 4 2] (parseMusic ""o| .| o| .| o o| o o|"")
end



","Can you convert this python to evy for me?
```python
from typing import List


def parse_music(music_string: str) -> List[int]:
    """""" Input to this function is a string representing musical notes in a special ASCII format.
    Your task is to parse this string and return list of integers corresponding to how many beats does each
    not last.

    Here is a legend:
    'o' - whole note, lasts four beats
    'o|' - half note, lasts two beats
    '.|' - quater note, lasts one beat

    >>> parse_music('o o| .| o| o| .| .| .| .| o o')
    [4, 2, 1, 2, 2, 1, 1, 1, 1, 4, 4]
    """"""

    note_map = {'o': 4, 'o|': 2, '.|': 1}
    return [note_map[x] for x in music_string.split(' ') if x]



METADATA = {
    'author': 'jt',
    'dataset': 'test'
}


def check(candidate):
    assert candidate('') == []
    assert candidate('o o o o') == [4, 4, 4, 4]
    assert candidate('.| .| .| .|') == [1, 1, 1, 1]
    assert candidate('o| o| .| .| o o o o') == [2, 2, 1, 1, 4, 4, 4, 4]
    assert candidate('o| .| o| .| o o| o o|') == [2, 1, 2, 1, 4, 2, 4, 2]

check(parse_music)

```"
"func truncateNumber:num number:num
    return number % 1
end

func test
    assert 0.5 (truncateNumber 3.5)
    assert true==(((abs (truncateNumber (1.33 - 0.33))) < 0.000001))
    assert true==(((abs (truncateNumber (123.456 - 0.456))) < 0.000001))
end

func abs:num x:num
    if x < 0
        return -x
    end
    return x
end


","Can you convert this python to evy for me?
```python


def truncate_number(number: float) -> float:
    """""" Given a positive floating point number, it can be decomposed into
    and integer part (largest integer smaller than given number) and decimals
    (leftover part always smaller than 1).

    Return the decimal part of the number.
    >>> truncate_number(3.5)
    0.5
    """"""

    return number % 1.0



METADATA = {
    'author': 'jt',
    'dataset': 'test'
}


def check(candidate):
    assert candidate(3.5) == 0.5
    assert abs(candidate(1.33) - 0.33) < 1e-6
    assert abs(candidate(123.456) - 0.456) < 1e-6

check(truncate_number)

```"
"// You're given a list of deposit and withdrawal operations on a bank account that starts with
// zero balance. Your task is to detect if at any point the balance of account falls below zero, and
// at that point function should return true. Otherwise it should return False.
// below_zero [1 2 3] // false
// below_zero([1 2 -4 5] // true
func below_zero:bool operations:[]num
    balance := 0
    for op := range (len operations)
        balance = balance + operations[op]
        if balance < 0
            return true
        end
    end
    return false
end

func test
    assert false==(below_zero [])
    assert false==(below_zero [1 2 -3 1 2 -3])
    assert true==(below_zero [1 2 -4 5 6])
    assert false==(below_zero [1 -1 2 -2 5 -5 4 -4])
    assert true==(below_zero [1 -1 2 -2 5 -5 4 -5])
    assert true==(below_zero [1 -2 2 -2 5 -5 4 -4])
end


","Can you convert this python to evy for me?
```python
from typing import List


def below_zero(operations: List[int]) -> bool:
    """""" You're given a list of deposit and withdrawal operations on a bank account that starts with
    zero balance. Your task is to detect if at any point the balance of account fallls below zero, and
    at that point function should return True. Otherwise it should return False.
    >>> below_zero([1, 2, 3])
    False
    >>> below_zero([1, 2, -4, 5])
    True
    """"""

    balance = 0

    for op in operations:
        balance += op
        if balance < 0:
            return True

    return False



METADATA = {
    'author': 'jt',
    'dataset': 'test'
}


def check(candidate):
    assert candidate([]) == False
    assert candidate([1, 2, -3, 1, 2, -3]) == False
    assert candidate([1, 2, -4, 5, 6]) == True
    assert candidate([1, -1, 2, -2, 5, -5, 4, -4]) == False
    assert candidate([1, -1, 2, -2, 5, -5, 4, -5]) == True
    assert candidate([1, -2, 2, -2, 5, -5, 4, -4]) == True

check(below_zero)

```"
